advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,primary_prod_sold,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char,channel_char,primary_prod_sold_char
11762,0,1,0,1,0,1,0,0,3,0,388853438,12,878147,10,37,128740,79,2,522,23,6,2,false,false,true,MidWest,Werner,bank,fixed
11763,0,1,0,0,0,0,0,1,0,2,80606276,17,4921592,1,65,50287,56,4,694,25,3,0,false,false,false,Texas,Yang,bank,va
11764,0,1,1,1,0,0,1,1,1,0,441701070,14,149251,1,45,104225,57,6,760,20,3,2,false,false,false,Texas,Tavares,wirehouse,va
11765,0,1,0,0,0,0,0,1,2,1,75135845,4,8678694,1,45,113034,55,0,725,24,3,1,false,false,true,Texas,Xavier,bank,va
11766,0,1,1,0,0,0,1,1,2,0,436438510,2,61056,5,47,72077,69,5,760,25,0,1,false,false,true,California,Yang,wirehouse,va
11767,0,1,1,1,0,0,1,1,0,1,496062887,14,2857213,9,45,72264,72,2,760,7,2,1,false,false,false,Florida,Griegio,wirehouse,va
11768,0,1,0,1,0,0,0,1,0,0,914206851,31,5586363,11,32,77657,38,3,744,24,7,3,false,false,false,West,Xavier,bank,va
11769,0,1,0,0,0,0,0,1,1,0,88503378,13,776596,1,35,122632,69,2,714,15,3,1,false,false,true,Texas,Ojj,bank,va
11770,0,1,0,1,0,0,0,1,3,1,724654862,20,9250933,1,70,100076,51,1,631,12,2,1,true,false,true,Florida,Lula,bank,va
11771,0,1,0,0,0,0,0,1,1,0,2132438822,18,782564,1,38,124767,79,6,738,4,3,1,false,false,true,Texas,Devon,bank,va
11772,0,1,0,0,0,0,2,0,2,0,315124547,4,35975,39,26,67856,71,2,667,15,7,0,false,false,true,West,Ojj,ria,fixed
11773,0,1,0,0,0,1,0,1,2,1,419270505,10,159926,3,51,64679,52,1,676,7,5,6,false,false,false,South,Griegio,bank,va
11774,0,1,0,0,0,0,2,1,1,0,39928864,5,79296,1,45,98000,97,3,744,8,4,1,false,false,false,NE,Hassan,ria,va
11775,0,1,0,0,0,1,2,1,1,0,464332255,31,4145809,37,32,106481,63,3,724,24,3,0,true,false,false,Texas,Xavier,ria,va
11776,0,1,0,1,0,0,1,0,1,0,62949107,16,20772,29,48,87383,9,4,585,22,5,1,false,false,false,South,Vasquez,wirehouse,fixed
11777,0,1,0,1,0,0,1,1,2,2,444045037,10,444852,4,40,103770,95,3,720,15,5,0,false,false,true,South,Ojj,wirehouse,va
11778,0,1,0,0,0,1,0,1,0,0,65309559,23,783219,13,19,146543,92,4,729,11,5,2,false,true,false,South,Kanumba,bank,va
11779,0,1,0,0,0,1,0,1,0,0,409146289,15,212226,1,66,91500,53,3,775,8,4,2,false,false,false,NE,Hassan,bank,va
11780,0,1,0,0,0,0,0,1,1,0,1547418178,54,93868,1,31,85869,78,3,714,7,2,1,false,false,true,Florida,Griegio,bank,va
11781,0,1,1,0,0,0,2,1,5,0,239856185,25,359260,1,46,82993,36,6,415,3,2,1,false,false,true,Florida,Chatterji,ria,va
11782,0,1,0,0,0,1,1,1,1,0,10735183,18,5055271,5,47,50136,73,3,725,6,1,2,false,false,true,New York,Funderburk,wirehouse,va
11783,0,1,0,0,0,1,0,1,1,2,93994074,3,46126,3,43,148520,69,5,598,7,3,6,false,false,true,Texas,Griegio,bank,va
11784,0,1,1,1,0,0,2,1,3,0,348360302,24,6739,25,38,114946,55,4,720,4,5,1,false,false,true,South,Devon,ria,va
11785,0,1,0,0,1,0,2,0,3,2,527734751,13,1817725,1,38,111703,56,3,712,8,3,0,false,false,false,Texas,Hassan,ria,fixed
11786,0,1,1,1,0,0,1,1,0,1,169217574,1,2151477,1,30,123963,94,1,647,16,5,1,false,false,true,South,Patel,wirehouse,va
11787,0,1,0,0,0,0,0,1,0,0,77896839,15,48308,1,46,146698,73,6,793,23,5,1,false,false,false,South,Werner,bank,va
11788,0,1,0,1,0,1,1,0,0,1,544821956,17,92588,2,40,84469,69,0,786,2,5,1,false,false,false,South,Bost,wirehouse,fixed
11789,0,1,0,1,0,0,2,1,2,0,4490661543,16,3934832,1,52,61922,78,6,662,2,3,0,false,false,false,Texas,Bost,ria,va
11790,0,1,0,0,0,0,1,1,0,1,31676644,15,340088,5,48,137822,68,6,668,3,3,1,false,false,false,Texas,Chatterji,wirehouse,va
11791,0,1,0,1,0,0,1,0,0,1,768720360,7,165453,1,43,113721,88,1,683,11,5,1,false,false,true,South,Kanumba,wirehouse,fixed
11792,0,1,0,1,0,0,1,0,1,0,38674893,15,9830662,1,38,136371,65,5,706,14,4,3,true,false,true,NE,Noth,wirehouse,fixed
11793,0,1,0,0,0,0,2,1,1,0,262838797,9,1250645,1,34,130979,72,1,369,4,4,0,false,false,false,NE,Devon,ria,va
11794,0,1,0,0,0,1,1,0,0,0,441128858,15,1048444,2,38,73984,10,2,436,4,7,1,false,false,false,West,Devon,wirehouse,fixed
11795,0,1,0,0,0,0,0,1,4,1,358109245,17,152799,6,33,140367,16,3,565,25,3,3,false,false,false,Texas,Yang,bank,va
11796,0,1,1,1,1,0,1,1,0,0,1994897065,53,4786391,11,51,131982,96,3,711,5,5,1,false,false,false,South,English,wirehouse,va
11797,0,1,0,1,1,0,0,1,1,2,324811967,13,240717,2,62,64742,80,1,638,14,1,1,false,false,false,New York,Noth,bank,va
11798,0,1,0,1,0,0,0,1,2,0,25753613,9,9296887,1,39,140715,72,5,602,17,7,0,false,false,false,West,Quigley,bank,va
11799,0,1,0,1,0,0,0,1,0,0,553211463,24,59520,12,41,131825,80,6,670,14,6,1,false,false,true,MidWest,Noth,bank,va
11800,0,1,0,0,0,0,0,0,2,0,78736309,15,116449,7,44,58089,54,3,691,14,7,0,false,false,false,West,Noth,bank,fixed
11801,0,1,0,0,0,0,0,0,0,0,75471824,10,172727,1,53,126753,76,5,646,21,4,1,false,false,false,NE,Underwood,bank,fixed
11802,0,1,0,0,0,0,0,1,0,2,316949656,57,16398,1,68,129888,76,4,652,20,6,2,false,false,false,MidWest,Tavares,bank,va
11803,0,1,0,0,0,0,2,1,2,1,310176562,32,245205,1,76,91158,64,0,609,11,4,0,false,false,true,NE,Kanumba,ria,va
11804,0,1,1,0,0,0,0,1,0,3,1254802807,7,63085,1,28,125277,7,3,613,6,6,1,false,false,true,MidWest,Funderburk,bank,va
11805,0,1,0,0,0,0,1,1,0,0,3764467383,1,3342567,1,35,149285,93,3,807,1,4,1,false,false,false,NE,Abbott,wirehouse,va
11806,0,1,0,1,0,0,0,1,1,1,85498404,17,3806774,1,60,117875,93,1,648,24,6,3,false,false,false,MidWest,Xavier,bank,va
11807,0,1,0,0,0,1,1,1,2,1,398214412,2,84969,1,37,83202,51,4,711,4,5,1,false,false,true,South,Devon,wirehouse,va
11808,0,1,0,0,0,0,1,1,4,0,390169004,14,910301,6,33,55608,7,3,703,2,4,0,false,false,false,NE,Bost,wirehouse,va
11809,0,1,0,1,0,0,0,1,3,1,69626924,34,15048,7,45,56489,52,1,688,9,6,1,false,false,false,MidWest,Ingrid,bank,va
11810,0,1,0,0,0,0,0,1,0,1,632982292,38,2918066,12,38,127908,88,6,637,25,0,1,false,false,false,California,Yang,bank,va
11811,0,1,0,0,0,0,0,1,1,0,85861964,7,1214813,8,63,59204,61,5,606,13,5,0,true,false,false,South,Mambwe,bank,va
11812,0,1,0,0,0,0,1,1,0,0,89679655,18,6584148,2,29,84346,78,0,581,8,2,2,false,false,true,Florida,Hassan,wirehouse,va
11813,0,1,0,1,0,0,0,1,3,0,626165062,10,361842,1,56,111595,29,1,760,25,3,1,false,false,true,Texas,Yang,bank,va
11814,0,1,0,1,0,1,0,1,2,0,884246099,14,5277375,20,67,106607,56,5,712,4,2,1,false,false,false,Florida,Devon,bank,va
11815,0,1,0,1,0,0,0,1,2,0,60215316,8,51831,3,40,116825,49,6,840,21,5,2,false,false,false,South,Underwood,bank,va
11816,0,1,0,0,0,0,0,1,6,1,72740434,18,5768,1,42,131399,80,3,667,7,7,1,false,false,true,West,Griegio,bank,va
11817,0,1,0,1,0,0,0,0,0,0,74685224,17,4801016,1,42,139061,55,3,672,12,2,1,false,false,false,Florida,Lula,bank,fixed
11818,0,1,0,0,0,0,0,0,2,0,312735723,14,26670,4,36,102719,58,3,749,8,5,0,false,false,false,South,Hassan,bank,fixed
11819,0,1,0,0,0,1,2,0,2,0,21762213,22,356109,1,59,52950,83,6,565,18,3,0,false,false,false,Texas,Rodriguez,ria,fixed
11820,0,1,0,0,0,0,0,1,0,2,366827054,10,714301,4,47,109362,97,1,569,23,3,0,false,false,true,Texas,Werner,bank,va
11821,0,1,0,1,1,0,0,0,0,0,479235000,24,426937,1,29,107934,58,5,682,20,5,1,false,false,true,South,Tavares,bank,fixed
11822,0,1,0,1,0,1,0,1,0,0,412244928,1,78104,1,28,143985,85,2,664,24,5,1,false,false,false,South,Xavier,bank,va
11823,0,1,0,0,0,0,0,1,2,0,813549449,19,18395,2,42,75742,64,3,726,18,5,0,true,false,true,South,Rodriguez,bank,va
11824,0,1,0,0,0,0,0,1,0,0,59584146,6,509732,1,42,70329,54,2,644,10,4,1,false,false,true,NE,Jasper,bank,va
11825,0,1,0,1,0,1,0,1,0,0,445282614,19,6478254,1,40,94916,70,2,645,13,4,1,false,false,false,NE,Mambwe,bank,va
11826,0,1,1,0,0,0,1,1,2,0,40176647,18,35514,13,45,86647,77,3,658,19,6,0,true,false,true,MidWest,Szu,wirehouse,va
11827,0,1,0,1,0,0,0,1,1,0,81102498,16,113148,1,32,88062,77,2,696,8,4,0,false,false,false,NE,Hassan,bank,va
11828,0,1,0,0,0,0,2,0,2,1,2119250822,30,166510,10,23,135000,65,4,703,25,5,1,false,false,true,South,Yang,ria,fixed
11829,0,1,1,1,0,0,1,1,0,1,74088038,8,421423,12,65,123216,81,2,322,22,4,0,false,false,true,NE,Vasquez,wirehouse,va
11830,0,1,0,1,0,0,0,1,2,1,134988377,20,1826982,10,38,134198,88,3,680,15,4,1,false,false,true,NE,Ojj,bank,va
11831,0,1,1,1,0,1,1,1,5,1,1460440618,13,265534,1,57,133106,28,4,441,11,4,1,false,false,true,NE,Kanumba,wirehouse,va
11832,0,1,0,0,0,0,0,1,2,0,12848015,24,7431,1,76,54888,79,2,710,6,3,1,true,false,false,Texas,Funderburk,bank,va
11833,0,1,0,0,0,1,1,1,4,0,421291490,13,15518,2,41,62723,11,2,657,24,5,1,false,false,true,South,Xavier,wirehouse,va
11834,0,1,0,1,0,1,0,1,1,0,749605996,14,8228472,1,76,55785,51,0,667,11,5,0,false,false,false,South,Kanumba,bank,va
11835,0,1,0,0,0,0,1,1,0,0,15902603,6,269017,1,29,82365,51,2,724,6,0,2,false,false,false,California,Funderburk,wirehouse,va
11836,0,1,0,0,0,1,0,1,2,0,474381705,13,515998,1,43,69939,99,1,643,8,4,1,false,false,false,NE,Hassan,bank,va
11837,0,1,0,0,0,0,0,1,1,0,364891312,35,455707,1,36,147455,70,2,543,24,4,1,false,false,false,NE,Xavier,bank,va
11838,0,1,0,0,0,0,1,1,5,0,78649124,19,8321683,11,69,65303,79,6,578,20,0,2,false,false,false,California,Tavares,wirehouse,va
11839,0,1,0,0,0,0,0,1,0,1,26898214,24,1139268,1,32,123674,77,1,663,10,5,0,false,false,false,South,Jasper,bank,va
11840,0,1,0,0,1,0,1,1,2,2,743733483,14,411224,1,27,96217,57,2,660,23,5,1,false,false,false,South,Werner,wirehouse,va
11841,0,1,0,0,0,1,0,1,1,0,418632291,14,140169,1,68,110691,70,5,657,16,3,0,false,false,true,Texas,Patel,bank,va
11842,0,1,0,1,0,0,0,0,2,0,567418189,49,246339,4,30,122933,53,2,849,19,6,1,false,false,false,MidWest,Szu,bank,fixed
11843,0,1,0,1,0,0,2,1,1,1,477026388,17,203624,4,56,149789,90,3,615,18,2,5,false,false,true,Florida,Rodriguez,ria,va
11844,0,1,0,1,0,1,0,1,2,2,56064585,11,41948,1,44,112254,73,2,789,18,3,1,false,false,true,Texas,Rodriguez,bank,va
11845,0,1,0,1,0,0,2,1,2,0,72158839,13,17914,1,71,123293,55,2,708,10,5,1,false,false,true,South,Jasper,ria,va
11846,0,1,0,0,0,1,1,1,0,0,398061348,18,95052,1,39,118092,18,2,765,12,4,3,false,false,true,NE,Lula,wirehouse,va
11847,0,1,0,0,0,0,0,0,0,0,103692120,3,138078,15,60,71260,10,2,690,12,6,1,false,false,true,MidWest,Lula,bank,fixed
11848,0,1,0,0,0,0,1,1,3,0,3200938079,7,336188,6,45,120159,78,0,757,23,4,1,false,false,true,NE,Werner,wirehouse,va
11849,0,1,0,1,0,0,1,1,5,0,89887397,38,1839796,1,50,128884,63,6,693,10,1,1,false,false,false,New York,Jasper,wirehouse,va
11850,0,1,0,0,0,0,1,1,0,2,63818375,14,45781,2,68,61715,87,2,627,25,4,0,false,false,true,NE,Yang,wirehouse,va
11851,0,1,0,1,0,0,0,1,0,0,252059524,17,31178,1,49,131405,70,2,615,19,0,1,false,false,false,California,Szu,bank,va
11852,0,1,0,1,0,0,0,1,0,0,74287867,7,116664,6,45,54517,46,2,780,22,2,0,false,false,true,Florida,Vasquez,bank,va
11853,0,1,0,0,0,1,0,1,0,1,98883363,13,60677,1,43,91592,16,4,699,9,2,1,false,false,false,Florida,Ingrid,bank,va
11854,0,1,0,0,0,0,2,0,0,0,99574170,13,9825793,6,40,127335,72,3,701,11,2,2,false,false,true,Florida,Kanumba,ria,fixed
11855,0,1,0,0,0,0,0,1,2,0,14335058,17,2169,1,32,145415,57,1,637,1,3,1,false,false,false,Texas,Abbott,bank,va
11856,0,1,0,1,1,0,1,1,0,1,73614070,10,121115,1,41,134471,7,4,650,5,7,0,false,false,false,West,English,wirehouse,va
11857,0,1,0,0,0,0,2,1,0,0,1252100088,7,170925,3,27,102943,77,3,544,9,4,3,false,false,true,NE,Ingrid,ria,va
11858,0,1,0,0,0,0,0,1,0,1,180091556,59,323387,1,42,122017,32,3,631,12,2,0,false,false,false,Florida,Lula,bank,va
11859,0,1,0,1,0,0,0,1,2,0,114497325,8,1882343,1,29,108457,61,4,615,15,4,2,false,false,true,NE,Ojj,bank,va
11860,0,1,0,0,0,0,1,0,2,3,607876752,15,22757,1,22,130063,27,2,597,3,4,1,false,false,true,NE,Chatterji,wirehouse,fixed
11861,0,1,0,0,0,0,0,1,1,1,11792933,13,1190366,5,44,124417,78,2,598,15,1,2,false,false,false,New York,Ojj,bank,va
11862,0,1,0,0,0,0,1,1,0,0,2253908881,32,788602,1,35,146234,78,0,715,10,7,3,false,false,false,West,Jasper,wirehouse,va
11863,0,1,0,1,0,0,0,1,2,1,532701021,16,4719129,1,75,121731,78,2,606,13,4,0,false,false,false,NE,Mambwe,bank,va
11864,0,1,0,0,0,0,0,1,0,1,37283209,24,2283075,1,36,133401,60,1,549,11,5,1,false,false,true,South,Kanumba,bank,va
11865,0,1,0,0,0,0,0,1,2,0,80022967,32,249911,29,42,98814,97,4,750,8,5,0,false,false,true,South,Hassan,bank,va
11866,0,1,0,0,0,0,1,1,0,1,1057081420,15,2784529,2,75,68595,90,4,751,22,4,3,false,false,false,NE,Vasquez,wirehouse,va
11867,0,1,0,1,0,0,1,1,1,0,956894972,14,99334,1,44,100525,98,2,654,3,7,0,false,false,false,West,Chatterji,wirehouse,va
11868,0,1,0,1,0,1,2,1,2,0,485649590,13,413026,1,42,68510,71,6,725,1,6,1,true,false,true,MidWest,Abbott,ria,va
11869,0,1,0,1,1,0,0,1,3,0,78970465,15,197782,1,45,108797,66,6,726,18,5,2,false,false,false,South,Rodriguez,bank,va
11870,0,1,0,1,0,0,0,1,0,0,290431217,12,556888,1,34,149169,91,0,817,17,6,0,true,false,true,MidWest,Quigley,bank,va
11871,0,1,0,0,0,0,1,1,1,0,73112973,12,99527,12,22,126399,22,4,636,15,7,1,false,false,true,West,Ojj,wirehouse,va
11872,0,1,0,0,0,0,0,0,0,0,413732757,15,1543160,1,65,111712,37,4,742,21,4,0,false,false,false,NE,Underwood,bank,fixed
11873,0,1,0,1,0,0,1,0,0,2,61880862,15,8243006,3,32,94372,63,6,707,12,1,1,false,false,true,New York,Lula,wirehouse,fixed
11874,0,1,0,0,0,0,1,1,4,2,41121560,20,1453539,3,35,116585,96,2,557,7,4,0,false,false,false,NE,Griegio,wirehouse,va
11875,0,1,0,1,0,0,0,1,0,0,286493299,18,207324,4,26,119896,71,2,680,17,3,3,false,false,true,Texas,Quigley,bank,va
11876,0,1,0,1,1,0,1,1,0,1,52270004,13,354008,14,63,71551,51,1,800,25,3,1,false,false,true,Texas,Yang,wirehouse,va
11877,0,1,0,0,0,0,0,1,0,0,308519171,14,205494,1,44,145007,75,2,707,3,4,0,false,false,true,NE,Chatterji,bank,va
11878,0,1,0,0,1,0,0,1,3,1,2935394031,11,1849349,2,41,70375,47,1,537,1,3,0,false,false,true,Texas,Abbott,bank,va
11879,0,1,0,0,0,0,1,1,2,0,82863314,34,9186903,1,44,93586,61,3,640,19,0,0,false,false,false,California,Szu,wirehouse,va
11880,0,1,0,0,0,1,2,0,0,0,85772933,1,26168,1,46,74935,68,1,669,3,7,0,false,false,false,West,Chatterji,ria,fixed
11881,0,1,0,1,1,0,0,0,0,0,775169985,7,196288,2,26,64348,70,2,653,20,1,1,false,false,false,New York,Tavares,bank,fixed
11882,0,1,0,0,0,0,0,0,0,0,605490910,2,9847651,3,29,117323,96,1,679,18,0,0,true,true,false,California,Rodriguez,bank,fixed
11883,0,1,0,1,0,0,1,0,0,1,55232206,23,5390466,6,44,97357,77,2,689,2,6,1,false,false,true,MidWest,Bost,wirehouse,fixed
11884,0,1,0,1,0,0,1,1,0,0,335153777,19,6512614,1,32,145318,70,4,661,23,0,2,false,false,false,California,Werner,wirehouse,va
11885,0,1,1,0,0,0,0,1,1,1,60067612,17,130328,1,68,53477,77,2,660,8,6,0,false,false,true,MidWest,Hassan,bank,va
11886,0,1,0,1,0,0,2,1,0,1,664614335,16,241303,18,53,66932,63,0,727,16,4,0,false,false,true,NE,Patel,ria,va
11887,0,1,0,0,0,1,0,1,1,0,61136965,13,215312,2,38,79475,43,3,721,7,4,1,false,false,false,NE,Griegio,bank,va
11888,0,1,0,0,0,0,1,1,3,2,524354512,18,299113,1,30,148155,93,0,683,20,7,0,false,false,false,West,Tavares,wirehouse,va
11889,0,1,0,0,0,0,0,1,0,0,700225014,15,89398,1,51,112231,100,5,641,15,0,0,false,false,false,California,Ojj,bank,va
11890,0,1,0,0,0,1,0,1,2,0,919175310,17,726401,1,52,132806,79,5,687,23,4,1,false,false,false,NE,Werner,bank,va
11891,0,1,0,0,0,0,0,0,1,0,74682744,21,3612270,2,28,65099,63,2,751,14,4,1,true,false,true,NE,Noth,bank,fixed
11892,0,1,1,1,0,0,0,1,3,0,462188526,28,182197,13,40,62262,81,6,686,12,6,0,false,false,true,MidWest,Lula,bank,va
11893,0,1,1,1,1,0,0,1,3,2,43122643,17,14118,13,42,141616,96,5,614,25,7,1,false,false,true,West,Yang,bank,va
11894,0,1,0,1,1,1,1,1,2,1,85186695,52,9086244,1,42,95467,65,4,692,11,7,3,false,false,true,West,Kanumba,wirehouse,va
11895,0,1,0,0,0,0,0,0,2,0,47860003,35,434198,1,29,135378,60,1,765,9,2,1,false,false,true,Florida,Ingrid,bank,fixed
11896,0,1,0,1,0,0,2,1,1,1,51178548,23,55266,1,48,120792,40,6,798,6,5,1,false,false,true,South,Funderburk,ria,va
11897,0,1,0,1,0,1,0,1,1,0,91843207,4,62438,20,45,147919,31,4,676,17,5,1,false,false,false,South,Quigley,bank,va
11898,0,1,0,0,0,1,0,0,1,0,54188587,8,79701,1,43,105509,75,6,594,9,4,1,false,false,true,NE,Ingrid,bank,fixed
11899,0,1,1,1,0,1,2,1,1,1,797577510,15,186467,1,42,82015,88,1,571,11,5,0,true,false,false,South,Kanumba,ria,va
11900,0,1,0,0,0,0,2,1,0,1,22198613,11,25055,2,44,104186,59,6,665,17,2,1,true,false,true,Florida,Quigley,ria,va
11901,0,1,0,0,0,1,0,1,0,0,44775504,12,11826,4,44,72011,75,5,699,3,5,0,false,false,true,South,Chatterji,bank,va
11902,0,1,1,1,0,0,0,1,0,1,163061788,14,116650,1,42,90864,67,4,703,6,3,1,false,false,true,Texas,Funderburk,bank,va
11903,0,1,0,1,0,0,0,1,2,1,573888987,15,77336,4,53,88626,86,1,743,23,3,1,false,false,true,Texas,Werner,bank,va
11904,0,1,0,1,0,0,0,1,0,0,152635909,24,527421,3,49,140215,100,6,697,12,7,1,false,false,false,West,Lula,bank,va
11905,0,1,0,0,0,0,0,1,2,1,602291228,18,50885,1,75,144488,92,2,697,20,0,1,false,false,false,California,Tavares,bank,va
11906,0,1,0,1,0,0,1,1,1,1,598306777,13,4895,1,49,116161,49,2,638,2,4,1,false,false,true,NE,Bost,wirehouse,va
11907,0,1,1,1,0,0,0,1,1,0,97136995,7,554809,1,37,109016,43,1,691,4,5,0,false,false,true,South,Devon,bank,va
11908,0,1,0,1,0,0,0,1,0,2,619419505,7,877562,5,36,109164,10,3,735,6,5,2,false,false,false,South,Funderburk,bank,va
11909,0,1,0,1,0,0,0,1,0,0,358984569,7,6520058,6,35,92082,98,2,667,2,3,1,false,false,true,Texas,Bost,bank,va
11910,0,1,0,0,0,0,0,1,1,0,210640193,26,882059,3,55,128139,87,5,644,23,5,0,false,false,false,South,Werner,bank,va
11911,0,1,1,1,0,0,0,1,2,0,672965087,30,9694885,1,49,56095,54,0,634,4,6,2,false,true,false,MidWest,Devon,bank,va
11912,0,1,0,1,1,1,1,1,0,1,31180379,83,217517,1,58,84423,79,4,429,20,5,0,false,false,true,South,Tavares,wirehouse,va
11913,0,1,0,1,0,0,0,1,2,1,15530469,17,1315312,1,65,118739,82,4,616,3,5,1,false,false,true,South,Chatterji,bank,va
11914,0,1,1,1,0,0,0,1,0,1,302912596,13,188645,1,42,146433,72,1,553,23,6,1,false,false,true,MidWest,Werner,bank,va
11915,0,1,0,1,0,0,1,1,2,1,85058340,26,776380,1,45,115045,57,3,607,10,5,0,true,false,false,South,Jasper,wirehouse,va
11916,0,1,0,0,0,0,0,1,2,0,307453173,18,3421920,1,24,85742,70,1,503,5,7,0,false,false,true,West,English,bank,va
11917,0,1,0,0,0,0,1,1,0,2,2200385933,13,2153506,13,57,115859,77,1,624,8,3,0,false,false,false,Texas,Hassan,wirehouse,va
11918,0,1,0,1,0,0,0,1,1,1,22510557,17,19851,1,70,112138,100,5,675,10,3,1,false,false,false,Texas,Jasper,bank,va
11919,0,1,0,0,0,0,0,1,2,0,97289098,17,29199,1,80,87853,23,3,584,23,4,1,false,false,true,NE,Werner,bank,va
11920,0,1,0,0,0,0,0,1,2,0,95963022,19,341021,4,27,126719,52,2,701,3,6,1,false,false,false,MidWest,Chatterji,bank,va
11921,0,1,0,1,0,0,1,1,1,1,98604974,13,245443,1,42,59838,75,4,638,22,4,1,false,false,false,NE,Vasquez,wirehouse,va
11922,0,1,0,1,0,0,0,0,2,1,340646895,14,445773,1,48,101466,58,3,620,21,6,0,false,false,false,MidWest,Underwood,bank,fixed
11923,0,1,0,0,0,1,1,1,0,0,531880409,19,184619,1,32,106646,85,4,734,2,4,0,false,false,false,NE,Bost,wirehouse,va
11924,0,1,0,0,0,0,0,0,3,1,75773747,18,3802153,1,29,105762,89,6,539,3,4,1,false,true,false,NE,Chatterji,bank,fixed
11925,0,1,0,0,0,0,0,1,3,0,3634864794,2,6830912,1,44,50456,16,0,612,3,5,0,false,false,true,South,Chatterji,bank,va
11926,0,1,1,0,0,0,0,1,1,1,95886908,12,7618827,1,29,72712,99,5,633,20,4,1,false,false,false,NE,Tavares,bank,va
11927,0,1,1,1,0,0,0,1,2,0,357545260,8,234326,1,26,54497,79,2,701,22,1,1,false,false,false,New York,Vasquez,bank,va
11928,0,1,0,1,0,0,1,1,0,0,18070237,30,7336944,2,40,108050,58,5,653,18,4,1,false,false,true,NE,Rodriguez,wirehouse,va
11929,0,1,1,1,0,1,2,1,2,1,3378627800,21,93279,1,70,114595,80,4,671,10,4,1,false,false,false,NE,Jasper,ria,va
11930,0,1,0,0,0,0,0,1,3,2,119588355,24,231944,1,39,51064,87,4,715,23,4,0,false,false,true,NE,Werner,bank,va
11931,0,1,0,0,0,0,0,1,2,3,89791690,17,369299,1,65,58584,99,3,675,16,3,1,false,false,false,Texas,Patel,bank,va
11932,0,1,0,0,0,0,1,0,0,1,487984183,16,3136950,1,34,133103,42,6,674,5,4,2,false,false,true,NE,English,wirehouse,fixed
11933,0,1,0,1,0,0,1,1,0,0,54613485,17,382969,1,57,100538,42,3,684,15,4,1,false,false,true,NE,Ojj,wirehouse,va
11934,0,1,0,1,0,1,1,1,2,1,313094915,9,92871,1,36,86294,75,2,674,3,3,1,false,false,false,Texas,Chatterji,wirehouse,va
11935,0,1,0,0,1,1,0,1,1,2,234318974,68,837891,4,76,59392,43,3,746,22,3,1,false,false,true,Texas,Vasquez,bank,va
11936,0,1,0,1,0,0,0,1,1,2,227118386,18,4501710,1,45,73426,77,4,611,18,5,1,false,false,false,South,Rodriguez,bank,va
11937,0,1,0,1,0,0,0,1,0,2,166830724,15,1444075,19,53,62821,70,5,677,19,3,1,false,false,false,Texas,Szu,bank,va
11938,0,1,0,0,0,0,2,1,0,3,66370090,11,108321,13,30,74170,62,5,508,14,3,5,false,false,false,Texas,Noth,ria,va
11939,0,1,0,0,0,0,0,1,0,1,24543410,13,1723368,36,42,89617,10,6,822,9,5,0,false,false,true,South,Ingrid,bank,va
11940,0,1,0,1,0,0,1,1,2,0,58444725,14,16177,1,59,120528,69,6,739,1,3,0,false,false,false,Texas,Abbott,wirehouse,va
11941,0,1,0,0,0,0,0,1,1,2,71911912,17,239697,19,38,93243,75,0,794,12,3,1,false,false,true,Texas,Lula,bank,va
11942,0,1,0,0,0,1,0,1,0,0,128599916,14,71516,1,39,93382,97,6,684,18,4,3,false,false,true,NE,Rodriguez,bank,va
11943,0,1,0,0,0,1,0,1,2,2,729835386,18,30494,1,42,53470,72,3,661,10,3,1,false,false,true,Texas,Jasper,bank,va
11944,0,1,1,0,0,1,0,1,0,1,498639213,12,430289,1,46,109212,79,3,550,20,6,2,false,false,true,MidWest,Tavares,bank,va
11945,0,1,0,1,0,1,0,1,1,1,157921747,18,488391,1,47,60968,86,5,530,6,1,0,false,false,false,New York,Funderburk,bank,va
11946,0,1,0,1,0,0,0,1,0,1,260303455,14,278757,3,39,143069,6,2,698,19,6,1,false,false,true,MidWest,Szu,bank,va
11947,0,1,0,0,0,0,0,1,0,1,94128382,15,10814,1,36,59142,70,2,618,23,6,1,false,false,true,MidWest,Werner,bank,va
11948,0,1,1,1,0,1,1,1,2,0,73725817,4,603765,3,34,53113,81,1,658,20,7,0,false,false,false,West,Tavares,wirehouse,va
11949,0,1,0,0,0,0,0,1,0,3,806002702,10,27501,12,52,52085,10,6,535,16,5,1,false,false,true,South,Patel,bank,va
11950,0,1,0,0,0,0,0,1,3,0,57078783,21,11337,9,40,103992,35,5,670,13,1,3,false,false,false,New York,Mambwe,bank,va
11951,0,1,0,1,0,1,2,1,2,1,67336876,19,2414957,1,47,64079,33,0,699,24,4,2,false,false,false,NE,Xavier,ria,va
11952,0,1,0,1,0,1,1,1,3,2,357793460,14,862701,1,37,123970,87,0,312,25,5,1,false,false,true,South,Yang,wirehouse,va
11953,0,1,0,0,0,0,1,1,1,0,252564381,15,67575,1,74,122835,73,3,681,7,6,1,false,false,true,MidWest,Griegio,wirehouse,va
